S_CODE,S_CITY,E_CODE,E_CITY,COUPON,NEW,VACATION,SW,HI,S_INCOME,E_INCOME,S_POP,E_POP,SLOT,GATE,DISTANCE,PAX,FARE
*,Columbus OH,*,Phoenix AZ,1.56,3,No,1,0.339187,24502,23025,125722,2753373,0,Free,1673,4780,158
*,Columbus OH,*,Tampa FL,1.55,3,Yes,1,0.255317,24502,23654,125722,2195215,0,free,834,4587,106.65
*,Columbus OH,DCA,Washington DC,1.07,3,No,0,0.328986,24502,31981,125722,4549784,1,free,310,6583,100.95
*,Columbus OH,IAD,Washington DC,1.07,3,No,0,0.328986,24502,31981,125722,4549784,0,free,310,6583,100.95
*,Corpus Christi TX,*,Dallas/Fort Worth TX,1.02,3,No,1,0.438655,18933,28637,382155,3036732,0,free,354,5391,78.62
*,Corpus Christi TX,*,Houston TX,1,3,No,1,0.582614,18933,27211,382155,3770125,0,Free,184,5312,65.31
*,Dallas/Fort Worth TX,*,Amarillo TX,1,3,No,1,0.529199,28637,21112,3036732,205711,0,Free,312,7864,64.11
*,Dallas/Fort Worth TX,*,Baltimore/Wash Intl MD,1.28,3,No,0,0.675448,28637,29838,3036732,7145897,0,Free,1220,4625,228
*,Dallas/Fort Worth TX,*,Charlotte NC,1.14,3,No,0,0.443986,28637,25237,3036732,1318892,0,Constrained,940,4493,203.17
*,Dallas/Fort Worth TX,*,Colorado Springs CO,1.06,3,No,0,0.511054,28637,22263,3036732,472254,0,free,592,6098,91.83
*,Dallas/Fort Worth TX,*,Denver CO,1.06,3,No,0,0.415761,28637,29055,3036732,1862106,0,free,638,11298,155.81
*,Dallas/Fort Worth TX,*,Detroit MI,1.22,3,No,0,0.403332,28637,26506,3036732,4459144,0,Constrained,1001,6401,245.28
*,Dallas/Fort Worth TX,*,El Paso TX,1.02,3,No,1,0.506307,28637,14600,3036732,677757,0,free,548,10989,84.23
*,Dallas/Fort Worth TX,*,Fort Lauderdale FL,1.16,3,Yes,0,0.467703,28637,26752,3036732,1440377,0,free,1118,3402,207.84
*,Dallas/Fort Worth TX,*,Houston TX,1,3,No,1,0.499263,28637,27211,3036732,3770125,0,Free,234,54429,67.78
*,Dallas/Fort Worth TX,*,Kansas City MO,1.2,3,No,0,0.752009,28637,25450,3036732,1694803,0,Free,458,9381,116.57
*,Dallas/Fort Worth TX,*,Las Vegas NV,1.16,3,Yes,0,0.444651,28637,24575,3036732,1197234,0,Free,1052,6986,164.88
*,Dallas/Fort Worth TX,*,Little Rock AR,1,3,No,1,0.529305,28637,22726,3036732,547633,0,free,308,10451,59.77
*,Dallas/Fort Worth TX,*,Los Angeles CA,1.2,3,No,0,0.597602,28637,24706,3036732,9056076,0,Free,1234,9746,272.06
*,Dallas/Fort Worth TX,*,Lubbock TX,1,3,No,1,0.63372,28637,20980,3036732,231325,0,Free,283,9446,60.87
*,Dallas/Fort Worth TX,*,Miami FL,1.16,3,Yes,0,0.577286,28637,21207,3036732,2105604,0,free,1116,4613,185.11
*,Dallas/Fort Worth TX,*,Minneapolis/St Paul MN,1.1,3,No,0,0.45403,28637,28739,3036732,2761118,0,Constrained,857,6621,230.71
*,Dallas/Fort Worth TX,*,Nashville TN,1.1,3,No,0,0.713834,28637,25995,3036732,1115048,0,free,634,4632,181.99
*,Dallas/Fort Worth TX,*,New Orleans LA,1.05,3,No,1,0.406065,28637,22038,3036732,1308499,0,Free,455,12717,84.53
*,Dallas/Fort Worth TX,EWR,New York/Newark NY,1.12,3,No,0,0.658372,28637,32991,3036732,8621121,0,Constrained,1389,24082,304.18
*,Dallas/Fort Worth TX,JFK,New York/Newark NY,1.12,3,No,0,0.658372,28637,32991,3036732,8621121,1,free,1389,24082,304.18
*,Dallas/Fort Worth TX,LGA,New York/Newark NY,1.12,3,No,0,0.658372,28637,32991,3036732,8621121,1,Free,1389,24082,304.18
*,Dallas/Fort Worth TX,*,Oklahoma City OK,1,1,No,1,0.514903,28637,20927,3036732,1021733,0,Free,180,7646,66.14
*,Dallas/Fort Worth TX,*,Orlando FL,1.08,3,Yes,0,0.381952,28637,22360,3036732,1421287,0,free,984,11392,153.58
*,Dallas/Fort Worth TX,*,Philadelphia/Camden PA,1.17,3,No,0,0.592173,28637,27994,3036732,4948339,0,Free,1314,7630,249.45
*,Dallas/Fort Worth TX,*,Phoenix AZ,1.1,0,No,0,0.471147,28637,23025,3036732,2753373,0,free,870,7060,229.84
*,Dallas/Fort Worth TX,*,Raleigh/Durham NC,1.19,3,No,0,0.761769,28637,26101,3036732,1021830,0,Free,1065,4285,230.56
*,Dallas/Fort Worth TX,*,San Antonio TX,1.01,3,No,1,0.513029,28637,21276,3036732,1481709,0,Free,242,22163,63.69
*,Dallas/Fort Worth TX,*,San Diego CA,1.18,3,No,0,0.55708,28637,23903,3036732,2673620,0,Free,1163,4596,252.97
*,Dallas/Fort Worth TX,*,San Francisco CA,1.24,3,No,0,0.493518,28637,38813,3036732,1653017,0,Free,1463,7537,297.83
*,Dallas/Fort Worth TX,*,San Jose CA,1.12,3,No,0,0.751635,28637,34880,3036732,1594251,0,free,1436,4799,325.02
*,Dallas/Fort Worth TX,*,Seattle/Tacoma WA,1.23,3,No,0,0.448707,28637,30916,3036732,2230831,0,free,1662,6482,239.66
*,Dallas/Fort Worth TX,*,St Louis MO,1.06,3,No,0,0.480313,28637,25824,3036732,2549844,0,free,556,7478,188.11
*,Dallas/Fort Worth TX,*,Tampa FL,1.13,3,Yes,0,0.556554,28637,23654,3036732,2195215,0,Free,936,5196,200.69
*,Dallas/Fort Worth TX,*,Tulsa OK,1,3,No,1,0.460196,28637,22956,3036732,754013,0,Free,239,11479,64.97
*,Dallas/Fort Worth TX,DCA,Washington DC,1.16,3,No,0,0.646084,28637,31981,3036732,4549784,1,Free,1185,14398,256.86
*,Dallas/Fort Worth TX,IAD,Washington DC,1.16,3,No,0,0.646084,28637,31981,3036732,4549784,0,Free,1185,14398,256.86
*,Denver CO,*,Detroit MI,1.21,3,No,0,0.421371,29055,26506,1862106,4459144,0,Constrained,1139,3851,256.48
*,Denver CO,*,Houston TX,1.14,3,No,0,0.41031,29055,27211,1862106,3770125,0,free,866,5860,204.68
*,Denver CO,*,Kansas City MO,1.02,3,No,0,0.550579,29055,25450,1862106,1694803,0,free,541,7679,110.25
*,Denver CO,*,Las Vegas NV,1.13,3,Yes,0,0.37601,29055,24575,1862106,1197234,0,Free,618,10206,89.47
*,Denver CO,*,Los Angeles CA,1.1,3,No,0,0.658949,29055,24706,1862106,9056076,0,Free,854,20889,129.8
*,Denver CO,*,Minneapolis/St Paul MN,1.02,3,No,0,0.434748,29055,28739,1862106,2761118,0,Constrained,693,10147,133.5
*,Denver CO,EWR,New York/Newark NY,1.25,3,No,0,0.48091,29055,32991,1862106,8621121,0,Constrained,1624,16240,270.36
*,Denver CO,JFK,New York/Newark NY,1.25,3,No,0,0.48091,29055,32991,1862106,8621121,1,Free,1624,16240,270.36
*,Denver CO,LGA,New York/Newark NY,1.25,3,No,0,0.48091,29055,32991,1862106,8621121,1,Free,1624,16240,270.36
*,Denver CO,*,Omaha NE,1,3,No,0,0.61316,29055,25127,1862106,679984,0,Free,474,3734,139.81
*,Denver CO,*,Orlando FL,1.55,3,Yes,0,0.365191,29055,22360,1862106,1421287,0,Free,1545,5820,201.43
*,Denver CO,*,Philadelphia/Camden PA,1.35,3,No,0,0.584094,29055,27994,1862106,4948339,0,Free,1568,3599,335.55
*,Denver CO,*,Phoenix AZ,1.02,0,No,0,0.395907,29055,23025,1862106,2753373,0,Free,590,11723,133.04
*,Denver CO,*,Portland OR,1.3,3,No,0,0.676931,29055,26409,1862106,249561,0,Free,992,4701,188.46
*,Denver CO,*,Salt Lake City UT,1,3,No,0,0.258758,29055,21121,1862106,1228816,0,Free,388,12994,69.6
*,Denver CO,*,San Diego CA,1.2,3,No,0,0.64963,29055,23903,1862106,2673620,0,Free,840,6901,134.79
*,Denver CO,*,San Francisco CA,1.09,3,No,0,0.725137,29055,38813,1862106,1653017,0,free,960,15039,168.96
*,Denver CO,*,San Jose CA,1.18,3,No,0,0.81426,29055,34880,1862106,1594251,0,Free,943,4166,263.48
*,Denver CO,*,Seattle/Tacoma WA,1.14,3,No,0,0.682549,29055,30916,1862106,2230831,0,Free,1028,9760,169.92
*,Denver CO,*,St Louis MO,1.08,3,No,0,0.41286,29055,25824,1862106,2549844,0,free,785,4186,207.17
*,Denver CO,DCA,Washington DC,1.33,3,No,0,0.704698,29055,31981,1862106,4549784,1,free,1470,12410,240.48
*,Denver CO,IAD,Washington DC,1.33,3,No,0,0.704698,29055,31981,1862106,4549784,0,free,1470,12410,240.48
*,Detroit MI,*,Fort Lauderdale FL,1.17,3,Yes,0,0.468168,26506,26752,4459144,1440377,0,Constrained,1128,6103,113.39
*,Detroit MI,*,Fort Meyers FL,1.13,3,Yes,0,0.45169,26506,26752,4459144,379566,0,Constrained,1088,7049,108.15
*,Detroit MI,*,Houston TX,1.19,3,No,1,0.36498,26506,27211,4459144,3770125,0,Constrained,1102,4660,177.22
*,Detroit MI,*,Indianapolis IN,1.11,3,No,1,0.843767,26506,25475,4459144,1489247,0,Constrained,241,4790,169.58
*,Detroit MI,*,Kansas City MO,1.31,3,No,1,0.556975,26506,25450,4459144,1694803,0,Constrained,639,4987,123.27
*,Detroit MI,*,Las Vegas NV,1.19,3,Yes,0,0.530727,26506,24575,4459144,1197234,0,Constrained,1756,6675,163.78
*,Detroit MI,*,Los Angeles CA,1.52,3,No,0,0.428978,26506,24706,4459144,9056076,0,Constrained,1988,6758,295.49
*,Detroit MI,*,Miami FL,1.17,3,Yes,0,0.614053,26506,21207,4459144,2105604,0,Constrained,1151,5064,133.98
*,Detroit MI,*,Minneapolis/St Paul MN,1.14,3,No,0,0.924913,26506,28739,4459144,2761118,0,Constrained,530,5389,286.54
*,Detroit MI,*,Nashville TN,1.16,2,No,1,0.774663,26506,25995,4459144,1115048,0,Constrained,466,6143,166.25
*,Detroit MI,EWR,New York/Newark NY,1.06,3,No,0,0.543052,26506,32991,4459144,8621121,0,Constrained,492,17775,209.35
*,Detroit MI,JFK,New York/Newark NY,1.06,3,No,0,0.543052,26506,32991,4459144,8621121,1,Constrained,492,17775,209.35
*,Detroit MI,LGA,New York/Newark NY,1.06,3,No,0,0.543052,26506,32991,4459144,8621121,1,Constrained,492,17775,209.35
*,Detroit MI,*,Orlando FL,1.16,3,Yes,0,0.579088,26506,22360,4459144,1421287,0,Constrained,963,16414,102.95
*,Detroit MI,*,Philadelphia/Camden PA,1.05,3,No,0,0.459729,26506,27994,4459144,4948339,0,Constrained,450,7899,175.66
*,Detroit MI,*,Phoenix AZ,1.22,3,No,1,0.411608,26506,23025,4459144,2753373,0,Constrained,1682,8384,191.66
*,Detroit MI,*,San Francisco CA,1.37,3,No,0,0.558302,26506,38813,4459144,1653017,0,Constrained,2084,4913,314.88
*,Detroit MI,*,Seattle/Tacoma WA,1.42,3,No,0,0.587066,26506,30916,4459144,2230831,0,Constrained,1932,2575,285.34
*,Detroit MI,*,St Louis MO,1.02,3,No,1,0.33638,26506,25824,4459144,2549844,0,Constrained,447,10298,77.46
*,Detroit MI,*,Tampa FL,1.17,3,Yes,0,0.498408,26506,23654,4459144,2195215,0,Constrained,994,10640,107.51
*,Detroit MI,DCA,Washington DC,1.08,3,No,0,0.836988,26506,31981,4459144,4549784,1,Constrained,391,7833,205.96
*,Detroit MI,IAD,Washington DC,1.08,3,No,0,0.836988,26506,31981,4459144,4549784,0,Constrained,391,7833,205.96
*,El Paso TX,*,Phoenix AZ,1,3,No,1,0.723162,14600,23025,677757,2753373,0,free,353,6211,60.73
*,Fort Lauderdale FL,*,Baltimore/Wash Intl MD,1.15,3,Yes,1,0.5584,26752,29838,1440377,7145897,0,free,921,5512,116.54
*,Fort Lauderdale FL,*,Jacksonville FL,1.01,3,Yes,0,0.33057,26752,23614,1440377,1008768,0,free,303,1859,114.93
*,Fort Lauderdale FL,*,Los Angeles CA,1.27,3,Yes,0,0.347217,26752,24706,1440377,9056076,0,Free,2341,4719,193.5
*,Fort Lauderdale FL,EWR,New York/Newark NY,1.06,3,Yes,0,0.282816,26752,32991,1440377,8621121,0,Constrained,1068,40159,123.18
*,Fort Lauderdale FL,JFK,New York/Newark NY,1.06,3,Yes,0,0.282816,26752,32991,1440377,8621121,1,Free,1068,40159,123.18
*,Fort Lauderdale FL,LGA,New York/Newark NY,1.06,3,Yes,0,0.282816,26752,32991,1440377,8621121,1,Free,1068,40159,123.18
*,Fort Lauderdale FL,*,Orlando FL,1,3,Yes,1,0.414401,26752,22360,1440377,1421287,0,Free,174,9216,45.55
*,Fort Lauderdale FL,*,Philadelphia/Camden PA,1.21,3,Yes,0,0.757756,26752,27994,1440377,4948339,0,Free,997,6541,132.77
*,Fort Lauderdale FL,*,Tampa FL,1,3,Yes,1,0.369228,26752,23654,1440377,2195215,0,Free,187,13264,46.32
*,Fort Lauderdale FL,DCA,Washington DC,1.31,3,Yes,0,0.543317,26752,31981,1440377,4549784,1,Free,896,5935,127.67
*,Fort Lauderdale FL,IAD,Washington DC,1.31,3,Yes,0,0.543317,26752,31981,1440377,4549784,0,Free,896,5935,127.67
*,Fort Meyers FL,*,Indianapolis IN,1.21,3,Yes,0,0.613426,24510,25475,379566,1489247,0,Free,943,3624,105.73
*,Fort Meyers FL,EWR,New York/Newark NY,1.22,3,Yes,0,0.353616,24510,32991,379566,8621121,0,Constrained,1076,9399,143.2
*,Fort Meyers FL,JFK,New York/Newark NY,1.22,3,Yes,0,0.353616,24510,32991,379566,8621121,1,Free,1076,9399,143.2
*,Fort Meyers FL,LGA,New York/Newark NY,1.22,3,Yes,0,0.353616,24510,32991,379566,8621121,1,Free,1076,9399,143.2
*,Greenville/Sprtnbg SC,EWR,New York/Newark NY,1.29,3,No,0,0.3152,21081,32991,895123,8621121,0,Constrained,613,3806,144.6
*,Greenville/Sprtnbg SC,JFK,New York/Newark NY,1.29,0,No,0,0.3152,21081,32991,895123,8621121,1,free,613,3806,144.6
*,Greenville/Sprtnbg SC,LGA,New York/Newark NY,1.29,3,No,0,0.3152,21081,32991,895123,8621121,1,free,613,3806,144.6
*,Hartford CT,*,Orlando FL,1.36,3,Yes,0,0.321737,30268,22360,1106780,1421287,0,free,1045,9823,114.5
*,Hartford CT,*,Tampa FL,1.44,3,Yes,0,0.463351,30268,23654,1106780,2195215,0,free,1108,4410,125.25
*,Hartford CT,DCA,Washington DC,1.04,3,No,0,0.579638,30268,31981,1106780,4549784,1,Free,315,7688,117.35
*,Hartford CT,IAD,Washington DC,1.04,0,No,0,0.579638,30268,31981,1106780,4549784,0,Free,315,7688,117.35
*,Hartford CT,*,West Palm Beach FL,1.36,3,Yes,0,0.395155,30268,37375,1106780,991717,0,Free,1125,5243,130.15
*,Honolulu (Intl) HI,*,Portland OR,1.63,3,Yes,0,0.378494,26681,26409,873131,249561,0,Free,2603,2746,205.51
*,Houston TX,*,Baltimore/Wash Intl MD,1.33,3,No,1,0.466244,27211,29838,3770125,7145897,0,Free,1249,7811,172.63
*,Houston TX,*,Colorado Springs CO,1.19,3,No,0,0.403709,27211,22263,3770125,472254,0,Free,817,4281,111.66
*,Houston TX,*,Kansas City MO,1.08,2,No,1,0.434385,27211,25450,3770125,1694803,0,Free,652,4649,127.78
*,Houston TX,*,Las Vegas NV,1.18,3,Yes,1,0.369013,27211,24575,3770125,1197234,0,free,1222,9632,112.99
*,Houston TX,*,Los Angeles CA,1.27,3,No,1,0.394283,27211,24706,3770125,9056076,0,free,1379,11760,195.28
*,Houston TX,*,Nashville TN,1.08,3,No,1,0.472217,27211,25995,3770125,1115048,0,free,671,5772,107.86
*,Houston TX,*,New Orleans LA,1.01,3,No,1,0.511749,27211,22038,3770125,1308499,0,free,319,19894,76.81
*,Houston TX,EWR,New York/Newark NY,1.29,3,No,0,0.643827,27211,32991,3770125,8621121,0,Constrained,1426,15711,349.53
*,Houston TX,JFK,New York/Newark NY,1.29,1,No,0,0.643827,27211,32991,3770125,8621121,1,Free,1426,15711,349.53
*,Houston TX,LGA,New York/Newark NY,1.29,3,No,0,0.643827,27211,32991,3770125,8621121,1,Free,1426,15711,349.53
*,Houston TX,*,Oklahoma City OK,1.09,3,No,1,0.489764,27211,20927,3770125,1021733,0,Free,410,5425,96.18
*,Houston TX,*,Orlando FL,1.28,3,Yes,1,0.484394,27211,22360,3770125,1421287,0,free,856,5798,150.04
*,Houston TX,*,Philadelphia/Camden PA,1.36,3,No,0,0.567925,27211,27994,3770125,4948339,0,Free,1347,4023,353.56
*,Houston TX,*,Phoenix AZ,1.08,3,No,1,0.310041,27211,23025,3770125,2753373,0,Free,1014,6277,148.28
*,Houston TX,*,San Antonio TX,1,3,No,1,0.575182,27211,21276,3770125,1481709,0,Free,177,10581,63.92
*,Houston TX,*,San Francisco CA,1.26,3,No,1,0.47453,27211,38813,3770125,1653017,0,free,1637,7341,241.04
*,Houston TX,*,St Louis MO,1.03,3,No,1,0.34677,27211,25824,3770125,2549844,0,free,682,7785,105.13
*,Houston TX,*,Tulsa OK,1.07,3,No,1,0.495921,27211,22956,3770125,754013,0,free,444,7782,100.36
*,Houston TX,DCA,Washington DC,1.36,3,No,0,0.464126,27211,31981,3770125,4549784,1,Free,1213,4708,297.2
*,Houston TX,IAD,Washington DC,1.36,3,No,0,0.464126,27211,31981,3770125,4549784,0,Free,1213,4708,297.2
*,Jacksonville FL,EWR,New York/Newark NY,1.34,3,Yes,0,0.384028,23614,32991,1008768,8621121,0,Constrained,842,7098,183.43
*,Jacksonville FL,JFK,New York/Newark NY,1.34,3,Yes,0,0.384028,23614,32991,1008768,8621121,1,Free,842,7098,183.43
*,Jacksonville FL,LGA,New York/Newark NY,1.34,3,Yes,0,0.384028,23614,32991,1008768,8621121,1,Free,842,7098,183.43
*,Kansas City MO,*,Baltimore/Wash Intl MD,1.6,2,No,1,0.2617,25450,29838,1694803,7145897,0,Free,964,4657,114.76
*,Kansas City MO,*,Minneapolis/St Paul MN,1.19,3,No,0,0.795831,25450,28739,1694803,2761118,0,Constrained,401,3733,232.55
*,Kansas City MO,EWR,New York/Newark NY,1.4,3,No,0,0.261787,25450,32991,1694803,8621121,0,Constrained,1103,7543,223.99
*,Kansas City MO,JFK,New York/Newark NY,1.4,3,No,0,0.261787,25450,32991,1694803,8621121,1,Free,1103,7543,223.99
*,Kansas City MO,LGA,New York/Newark NY,1.4,0,No,0,0.261787,25450,32991,1694803,8621121,1,Free,1103,7543,223.99
*,Kansas City MO,*,Orlando FL,1.68,0,Yes,1,0.177185,25450,22360,1694803,1421287,0,Free,1064,5610,121.35
*,Kansas City MO,*,Phoenix AZ,1.18,3,No,1,0.372596,25450,23025,1694803,2753373,0,Free,1046,8478,85.48
*,Kansas City MO,*,San Francisco CA,1.35,3,No,0,0.202497,25450,38813,1694803,1653017,0,Free,1500,6158,116.52
*,Kansas City MO,*,St Louis MO,1,3,No,1,0.503418,25450,25824,1694803,2549844,0,Free,244,9784,56.8
*,Kansas City MO,DCA,Washington DC,1.42,3,No,0,0.422156,25450,31981,1694803,4549784,1,Free,935,5252,182.56
*,Kansas City MO,IAD,Washington DC,1.42,3,No,0,0.422156,25450,31981,1694803,4549784,0,Free,935,5252,182.56
*,Las Vegas NV,*,Baltimore/Wash Intl MD,1.57,3,Yes,1,0.177259,24575,29838,1197234,7145897,0,Free,2104,4489,158.2
*,Las Vegas NV,*,Colorado Springs CO,1.16,3,Yes,0,0.346514,24575,22263,1197234,472254,0,Free,602,8810,57.62
*,Las Vegas NV,*,Honolulu (Intl) HI,1.56,3,Yes,0,0.313514,24575,26681,1197234,873131,0,Free,2764,6462,183.19
*,Las Vegas NV,*,Indianapolis IN,1.34,3,Yes,0,0.288365,24575,25475,1197234,1489247,0,Free,1588,7406,114.13
*,Las Vegas NV,*,Kansas City MO,1.39,0,Yes,1,0.284424,24575,25450,1197234,1694803,0,Free,1140,8309,78.24
*,Las Vegas NV,*,Milwaukee WI,1.42,3,Yes,0,0.27966,24575,26695,1197234,1646147,0,Free,1521,2963,146.36
*,Las Vegas NV,*,Minneapolis/St Paul MN,1.13,3,Yes,0,0.617212,24575,28739,1197234,2761118,0,Constrained,1301,4353,171.67
*,Las Vegas NV,EWR,New York/Newark NY,1.36,3,Yes,0,0.226381,24575,32991,1197234,8621121,0,Constrained,2237,26582,169.41
*,Las Vegas NV,JFK,New York/Newark NY,1.36,3,Yes,0,0.226381,24575,32991,1197234,8621121,1,free,2237,26582,169.41
*,Las Vegas NV,LGA,New York/Newark NY,1.36,3,Yes,0,0.226381,24575,32991,1197234,8621121,1,free,2237,26582,169.41
*,Las Vegas NV,*,Oakland CA,1.05,0,Yes,1,0.906295,24575,29846,1197234,2237227,0,free,407,13356,58.03
*,Las Vegas NV,*,Orlando FL,1.48,3,Yes,0,0.328529,24575,22360,1197234,1421287,0,free,2035,5829,117.59
*,Las Vegas NV,*,Philadelphia/Camden PA,1.36,3,Yes,0,0.249445,24575,27994,1197234,4948339,0,free,2179,6948,165.9
*,Las Vegas NV,*,Phoenix AZ,1,3,Yes,1,0.561902,24575,23025,1197234,2753373,0,Free,248,22995,53.07
*,Las Vegas NV,*,Portland OR,1.16,3,Yes,1,0.231828,24575,26409,1197234,249561,0,Free,760,9497,69.19
*,Las Vegas NV,*,Reno NV,1,3,Yes,1,0.518237,24575,29284,1197234,298680,0,Free,344,13102,54.38
*,Las Vegas NV,*,Sacramento CA,1.18,3,Yes,1,0.807226,24575,24236,1197234,1481076,0,Free,387,7985,56.91
*,Las Vegas NV,*,Salt Lake City UT,1.01,3,Yes,1,0.393501,24575,21121,1197234,1228816,0,Free,359,10349,57.4
*,Las Vegas NV,*,San Antonio TX,1.3,3,Yes,1,0.555316,24575,21276,1197234,1481709,0,Free,1074,6756,86.71
*,Las Vegas NV,*,San Diego CA,1.01,0,Yes,1,0.690675,24575,23903,1197234,2673620,0,Free,258,17966,53.14
*,Las Vegas NV,*,San Francisco CA,1.06,3,Yes,1,0.454861,24575,38813,1197234,1653017,0,Free,416,17840,72.58
*,Las Vegas NV,*,San Jose CA,1.01,3,Yes,1,0.547243,24575,34880,1197234,1594251,0,Free,387,13378,55.16
*,Las Vegas NV,*,Seattle/Tacoma WA,1.16,3,Yes,1,0.278155,24575,30916,1197234,2230831,0,Free,869,15887,70.16
*,Las Vegas NV,*,St Louis MO,1.28,3,Yes,1,0.369942,24575,25824,1197234,2549844,0,Free,1379,4971,141.48
*,Las Vegas NV,*,Tampa FL,1.67,3,Yes,1,0.223808,24575,23654,1197234,2195215,0,Free,1989,3905,128.97
*,Las Vegas NV,*,Tucson AZ,1.1,3,Yes,1,0.355211,24575,20375,1197234,766956,0,free,357,5658,49.77
*,Los Angeles CA,*,Baltimore/Wash Intl MD,1.5,1,No,1,0.393229,24706,29838,9056076,7145897,0,Free,2329,7349,228.99
*,Los Angeles CA,*,Colorado Springs CO,1.36,3,No,0,0.438463,24706,22263,9056076,472254,0,Free,833,5762,104.72
*,Los Angeles CA,*,Honolulu (Intl) HI,1.03,3,Yes,0,0.170689,24706,26681,9056076,873131,0,free,2555,32824,167.16
*,Los Angeles CA,*,Indianapolis IN,1.52,3,No,0,0.178771,24706,25475,9056076,1489247,0,Free,1815,5869,153.5
*,Los Angeles CA,*,Kansas City MO,1.31,2,No,1,0.184352,24706,25450,9056076,1694803,0,Free,1365,7959,116
*,Los Angeles CA,*,Las Vegas NV,1,0,Yes,1,0.252201,24706,24575,9056076,1197234,0,Free,238,51358,55.57
*,Los Angeles CA,*,Las Vegas NV,1,0,Yes,1,0.252201,24706,24575,9056076,1197234,0,Free,238,51358,55.57
*,Los Angeles CA,*,Miami FL,1.21,3,Yes,0,0.45672,24706,21207,9056076,2105604,0,Free,2336,11193,207.83
*,Los Angeles CA,*,Minneapolis/St Paul MN,1.24,3,No,0,0.61661,24706,28739,9056076,2761118,0,Constrained,1539,7749,246.1
*,Los Angeles CA,*,Nashville TN,1.57,2,No,1,0.310638,24706,25995,9056076,1115048,0,Free,1798,4462,181.02
*,Los Angeles CA,*,New Orleans LA,1.43,3,No,1,0.260505,24706,22038,9056076,1308499,0,Free,1678,5559,202
*,Los Angeles CA,EWR,New York/Newark NY,1.17,3,No,0,0.251774,24706,32991,9056076,8621121,0,Constrained,2467,60435,326.47
*,Los Angeles CA,JFK,New York/Newark NY,1.17,3,No,0,0.251774,24706,32991,9056076,8621121,1,free,2467,60435,326.47
*,Los Angeles CA,LGA,New York/Newark NY,1.17,3,No,0,0.251774,24706,32991,9056076,8621121,1,Free,2467,60435,326.47
*,Los Angeles CA,*,Oakland CA,1,3,No,1,0.539108,24706,29846,9056076,2237227,0,Free,334,43884,53.8
*,Los Angeles CA,*,Orlando FL,1.4,3,Yes,0,0.462894,24706,22360,9056076,1421287,0,Free,2216,8084,258.43
*,Los Angeles CA,*,Philadelphia/Camden PA,1.37,3,No,0,0.326494,24706,27994,9056076,4948339,0,Free,2407,8981,293.21
*,Los Angeles CA,*,Phoenix AZ,1.01,3,No,1,0.392394,24706,23025,9056076,2753373,0,free,366,35471,51.73
*,Los Angeles CA,*,Portland OR,1.06,0,No,1,0.315368,24706,26409,9056076,249561,0,free,831,16784,91.97
*,Los Angeles CA,*,Reno NV,1.09,3,Yes,1,0.526515,24706,29284,9056076,298680,0,free,388,10213,60.28
*,Los Angeles CA,*,Sacramento CA,1.01,3,No,1,0.472911,24706,24236,9056076,1481076,0,free,361,18833,56.79
*,Los Angeles CA,*,Salt Lake City UT,1.05,3,No,1,0.508975,24706,21121,9056076,1228816,0,free,584,17617,66.46
*,Los Angeles CA,*,San Antonio TX,1.42,3,No,1,0.290915,24706,21276,9056076,1481709,0,Free,1218,4620,130.09
*,Los Angeles CA,*,San Diego CA,1,3,No,0,0.310531,24706,23903,9056076,2673620,0,Free,114,6446,70.41
*,Los Angeles CA,*,San Diego CA,1,3,No,0,0.310531,24706,23903,9056076,2673620,0,free,114,6446,70.41
*,Los Angeles CA,*,San Francisco CA,1.02,3,No,0,0.766403,24706,38813,9056076,1653017,0,free,341,43671,79.23
*,Los Angeles CA,*,San Jose CA,1,3,No,1,0.463625,24706,34880,9056076,1594251,0,Free,305,26888,58.98
*,Los Angeles CA,*,Seattle/Tacoma WA,1.08,3,No,1,0.390534,24706,30916,9056076,2230831,0,Free,957,28988,101.64
*,Los Angeles CA,*,St Louis MO,1.28,3,No,1,0.513801,24706,25824,9056076,2549844,0,free,1602,6165,210.16
*,Los Angeles CA,*,Tampa FL,1.61,3,Yes,0,0.3873,24706,23654,9056076,2195215,0,Free,2164,4065,224.21
*,Los Angeles CA,*,Tucson AZ,1.05,1,No,1,0.309874,24706,20375,9056076,766956,0,Free,447,12808,49.02
*,Los Angeles CA,DCA,Washington DC,1.33,3,No,0,0.36806,24706,31981,9056076,4549784,1,Free,2300,20007,303.82
*,Los Angeles CA,IAD,Washington DC,1.33,3,No,0,0.36806,24706,31981,9056076,4549784,0,Free,2300,20007,303.82
*,Memphis TN,EWR,New York/Newark NY,1.29,3,No,0,0.631755,24725,32991,1074558,8621121,0,Constrained,951,4614,234.31
*,Memphis TN,JFK,New York/Newark NY,1.29,3,No,0,0.631755,24725,32991,1074558,8621121,1,Free,951,4614,234.31
*,Memphis TN,LGA,New York/Newark NY,1.29,3,No,0,0.631755,24725,32991,1074558,8621121,1,free,951,4614,234.31
*,Miami FL,EWR,New York/Newark NY,1.05,3,Yes,0,0.304209,21207,32991,2105604,8621121,0,Constrained,1097,51122,124.92
*,Miami FL,JFK,New York/Newark NY,1.05,3,Yes,0,0.304209,21207,32991,2105604,8621121,1,Free,1097,51122,124.92
